`id_grp`,`id_dep`,`dir_code`,`dir_title`,`dir_level`,`title`,`form`,`plan`,`cell`,`podano_budget`,`podano_vnebudget`,`nabor`,`podano`
1344,7,39.03.01,Социология,3,"Целевой прием",2,0,1,1,0,1,1
1345,7,39.03.02,"Социальная работа",3,"Целевой прием",0,0,1,0,0,1,0
1346,7,39.03.02,"Социальная работа",3,"Целевой прием",2,0,1,0,0,1,0
1347,7,39.03.03,"Организация работы с молодежью",3,"Целевой прием",0,0,2,1,0,2,1
1348,7,39.03.03,"Организация работы с молодежью",3,"Целевой прием",2,0,2,0,0,2,0
1349,16,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,5,2,0,5,2
1353,9,02.03.02,"Фундаментальная информатика и информационные технологии",3,"Целевой прием",0,0,1,0,0,1,0
1354,9,02.03.03,"Математическое обеспечение и администрирование информационных систем",3,"Целевой прием",0,0,3,0,0,3,0
1355,9,09.03.01,"Информатика и вычислительная техника",3,"Целевой прием",0,0,4,0,0,4,0
1356,9,09.03.04,"Программная инженерия",3,"Целевой прием",0,0,1,2,0,1,2
1357,9,09.03.04,"Программная инженерия",3,"Целевой прием",2,0,2,0,0,2,0
1358,9,10.05.01,"Компьютерная безопасность",5,"Целевой прием",0,0,9,0,0,9,0
1359,15,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,5,1,0,5,1
1360,21,40.03.01,Юриспруденция,3,"Целевой прием",0,0,6,2,0,6,2
1361,21,40.03.01,Юриспруденция,3,"Целевой прием",1,0,1,1,0,1,1
1362,21,40.05.04,"Судебная и прокурорская деятельность",5,"Целевой прием",0,0,0,0,0,0,0
1363,21,42.03.01,"Реклама и связи с общественностью",3,"Целевой прием",0,0,1,1,0,1,1
1364,21,42.03.01,"Реклама и связи с общественностью",3,"Целевой прием",1,0,1,0,0,1,0
1368,21,38.05.02,"Таможенное дело",5,"Целевой прием",0,0,3,1,0,3,1
1369,13,38.03.01,Экономика,3,"Целевой прием",0,0,2,0,0,2,0
1370,13,38.03.02,Менеджмент,3,"Целевой прием",0,0,1,0,0,1,0
1371,13,38.03.03,"Управление персоналом",3,"Целевой прием",0,0,1,0,0,1,0
1372,16,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,11,16,0,11,16
1373,16,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,3,0,0,3,0
1374,16,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,3,0,0,3,0
1375,22,37.03.01,Психология,3,"Целевой прием",0,0,2,1,0,2,1
1376,22,37.03.01,Психология,3,"Целевой прием",1,0,3,2,0,3,2
1377,18,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,8,19,0,8,19
1378,18,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,4,1,0,4,1
1379,18,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,4,0,0,4,0
1380,20,44.03.02,"Психолого-педагогическое образование",3,"Целевой прием",0,0,3,1,0,3,1
1381,18,44.03.02,"Психолого-педагогическое образование",3,"Целевой прием",0,0,3,0,0,3,0
1382,18,44.03.02,"Психолого-педагогическое образование",3,"Целевой прием",0,0,2,1,0,2,1
1383,20,44.03.02,"Психолого-педагогическое образование",3,"Целевой прием",2,0,3,0,0,3,0
1384,18,44.03.02,"Психолого-педагогическое образование",3,"Целевой прием",2,0,3,0,0,3,0
1385,18,44.03.02,"Психолого-педагогическое образование",3,"Целевой прием",2,0,3,0,0,3,0
1386,18,44.03.03,"Специальное (дефектологическое) образование",3,"Целевой прием",0,0,4,0,0,4,0
1387,18,44.03.03,"Специальное (дефектологическое) образование",3,"Целевой прием",0,0,4,0,0,4,0
1388,18,44.03.03,"Специальное (дефектологическое) образование",3,"Целевой прием",0,0,4,4,0,4,4
1389,20,44.03.03,"Специальное (дефектологическое) образование",3,"Целевой прием",2,0,3,0,0,3,0
1390,18,44.03.03,"Специальное (дефектологическое) образование",3,"Целевой прием",2,0,4,0,0,4,0
1392,10,43.03.02,Туризм,3,"Целевой прием",0,0,1,0,0,1,0
1393,10,43.03.02,Туризм,3,"Целевой прием",2,0,1,0,0,1,0
1394,10,46.03.01,История,3,"Целевой прием",0,0,6,6,0,6,6
1395,10,46.03.01,История,3,"Целевой прием",2,0,3,0,0,3,0
1396,10,43.03.01,Сервис,3,"Целевой прием",0,0,1,0,0,1,0
1397,10,43.03.01,Сервис,3,"Целевой прием",2,0,1,0,0,1,0
1398,16,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,6,14,0,6,14
1399,19,04.03.01,Химия,3,"Целевой прием",0,0,4,1,0,4,1
1400,19,18.03.01,"Химическая технология",3,"Целевой прием",0,0,0,0,0,0,0
1401,19,20.03.01,"Техносферная безопасность",3,"Целевой прием",0,0,1,0,0,1,0
1402,15,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,4,0,0,4,0
1403,17,49.03.01,"Физическая культура",3,"Целевой прием",0,0,2,2,0,2,2
1404,17,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,12,9,0,12,9
1405,17,44.03.01,"Педагогическое образование",3,"Целевой прием",2,0,8,0,0,8,0
1406,8,45.03.01,Филология,3,"Целевой прием",0,0,1,0,0,1,0
1407,8,45.03.01,Филология,3,"Целевой прием",0,0,2,4,0,2,4
1408,8,45.03.01,Филология,3,"Целевой прием",0,0,3,3,0,3,3
1409,8,42.03.02,Журналистика,3,"Целевой прием",0,0,1,4,0,1,4
1410,8,42.03.02,Журналистика,3,"Целевой прием",2,0,1,0,0,1,0
1412,16,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,9,16,0,9,16
1413,16,44.03.01,"Педагогическое образование",3,"Целевой прием",2,0,8,0,0,8,0
1414,16,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,2,0,0,2,0
1415,14,44.03.01,"Педагогическое образование",3,"Целевой прием",0,0,5,0,0,5,0
1416,14,44.03.01,"Педагогическое образование",3,"Целевой прием",2,0,5,0,0,5,0
1417,14,51.03.02,"Народная художественная культура",3,"Целевой прием",0,0,2,0,0,2,0
1418,14,51.03.02,"Народная художественная культура",3,"Целевой прием",2,0,3,0,0,3,0
1419,14,53.03.01,"Музыкальное искусство эстрады",3,"Целевой прием",0,0,1,0,0,1,0
1421,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",2,0,3,0,0,3,0
1422,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",0,0,5,1,0,5,1
1423,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",0,0,4,0,0,4,0
1424,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",0,0,4,1,0,4,1
1425,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",0,0,5,0,0,5,0
1426,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",0,0,3,0,0,3,0
1427,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",2,0,3,0,0,3,0
1428,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",0,0,5,2,0,5,2
1429,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",2,0,4,0,0,4,0
1430,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",0,0,5,0,0,5,0
1431,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Целевой прием",2,0,5,0,0,5,0
1432,18,44.03.01,"Педагогическое образование",3,"Целевой прием",2,0,4,0,0,4,0
1433,18,44.03.01,"Педагогическое образование",3,"Целевой прием",2,0,8,2,0,8,2
1435,8,45.03.01,Филология,3,"Целевой прием",2,0,1,0,0,1,0
1436,9,27.03.03,"Системный анализ и управление",3,"Бюджет/Общие места",0,2,0,54,0,2,54
1437,9,27.03.03,"Системный анализ и управление",3,"Целевой прием",0,0,1,0,0,1,0
1438,3,06.03.01,Биология,3,"Бюджет/Особое право",0,5,0,0,0,5,0
1439,15,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1440,5,05.03.02,География,3,"Бюджет/Особое право",0,2,0,0,0,2,0
1441,5,05.03.03,"Картография и геоинформатика",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1442,5,05.03.05,"Прикладная гидрометеорология",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1443,5,05.03.06,"Экология и природопользование",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1444,15,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,2,0,1,0,2,1
1445,6,05.03.01,Геология,3,"Бюджет/Особое право",0,3,0,1,0,3,1
1446,6,21.05.02,"Прикладная геология",5,"Бюджет/Особое право",0,3,0,0,0,3,0
1447,6,21.05.02,"Прикладная геология",5,"Бюджет/Особое право",2,2,0,0,0,2,0
1448,20,44.03.02,"Психолого-педагогическое образование",3,"Бюджет/Особое право",0,2,0,1,0,2,1
1449,1,01.03.02,"Прикладная математика и информатика",3,"Бюджет/Особое право",0,5,0,3,0,5,3
1450,20,44.03.02,"Психолого-педагогическое образование",3,"Бюджет/Особое право",2,1,0,0,0,1,0
1451,1,01.03.03,"Механика и математическое моделирование",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1452,20,44.03.03,"Специальное (дефектологическое) образование",3,"Бюджет/Особое право",2,1,0,0,0,1,0
1453,1,02.03.01,"Математика и компьютерные науки",3,"Бюджет/Особое право",0,3,0,3,0,3,3
1454,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1455,1,09.03.03,"Прикладная информатика",3,"Бюджет/Особое право",0,4,0,4,0,4,4
1456,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",2,2,0,1,0,2,1
1457,7,09.03.03,"Прикладная информатика",3,"Бюджет/Особое право",0,1,0,2,0,1,2
1458,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",0,1,0,1,0,1,1
1459,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",2,1,0,0,0,1,0
1460,1,38.03.05,Бизнес-информатика,3,"Бюджет/Особое право",0,2,0,6,0,2,6
1461,15,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,3,0,0,0,3,0
1462,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1463,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",2,1,0,0,0,1,0
1464,15,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,2,0,0,0,2,0
1465,4,03.03.01,"Прикладные математика и физика",3,"Бюджет/Особое право",0,1,0,1,0,1,1
1466,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1467,4,03.03.02,Физика,3,"Бюджет/Особое право",0,1,0,0,0,1,0
1468,4,03.03.03,Радиофизика,3,"Бюджет/Особое право",0,1,0,0,0,1,0
1469,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1470,4,09.03.02,"Информационные системы и технологии",3,"Бюджет/Особое право",0,1,0,3,0,1,3
1471,4,11.03.02,"Инфокоммуникационные технологии и системы связи",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1472,4,11.03.03,"Конструирование и технология электронных средств",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1473,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1474,4,11.03.04,"Электроника и наноэлектроника",3,"Бюджет/Особое право",0,1,0,2,0,1,2
1475,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1476,20,"44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Особое право",2,1,0,0,0,1,0
1477,4,27.03.05,Инноватика,3,"Бюджет/Особое право",0,1,0,1,0,1,1
1478,4,27.03.02,"Управление качеством",3,"Бюджет/Особое право",0,1,0,1,0,1,1
1479,15,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1480,15,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,1,0,0,0,1,0
1481,12,30.05.02,"Медицинская биофизика",5,"Бюджет/Особое право",0,2,0,0,0,2,0
1482,12,30.05.03,"Медицинская кибернетика",5,"Бюджет/Особое право",0,3,0,0,0,3,0
1483,12,30.05.01,"Медицинская биохимия",5,"Бюджет/Особое право",0,3,0,0,0,3,0
1484,7,39.03.01,Социология,3,"Бюджет/Особое право",0,1,0,3,0,1,3
1485,7,39.03.01,Социология,3,"Бюджет/Особое право",2,1,0,3,0,1,3
1486,7,39.03.02,"Социальная работа",3,"Бюджет/Особое право",0,1,0,1,0,1,1
1487,7,39.03.02,"Социальная работа",3,"Бюджет/Особое право",2,1,0,2,0,1,2
1488,7,39.03.03,"Организация работы с молодежью",3,"Бюджет/Особое право",2,1,0,0,0,1,0
1489,7,39.03.03,"Организация работы с молодежью",3,"Бюджет/Особое право",0,1,0,3,0,1,3
1490,16,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,2,0,3,0,2,3
1491,11,47.03.01,Философия,3,"Бюджет/Особое право",0,1,0,2,0,1,2
1492,11,47.03.03,Религиоведение,3,"Бюджет/Особое право",0,1,0,0,0,1,0
1493,11,48.03.01,Теология,3,"Бюджет/Особое право",0,2,0,0,0,2,0
1494,9,02.03.02,"Фундаментальная информатика и информационные технологии",3,"Бюджет/Особое право",0,2,0,5,0,2,5
1495,9,02.03.03,"Математическое обеспечение и администрирование информационных систем",3,"Бюджет/Особое право",0,3,0,3,0,3,3
1496,9,09.03.01,"Информатика и вычислительная техника",3,"Бюджет/Особое право",0,4,0,5,0,4,5
1497,9,09.03.04,"Программная инженерия",3,"Бюджет/Особое право",0,2,0,3,0,2,3
1498,9,09.03.04,"Программная инженерия",3,"Бюджет/Особое право",2,1,0,1,0,1,1
1499,9,10.05.01,"Компьютерная безопасность",5,"Бюджет/Особое право",0,4,0,5,0,4,5
1500,9,27.03.03,"Системный анализ и управление",3,"Бюджет/Особое право",0,1,0,1,0,1,1
1501,15,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,2,0,1,0,2,1
1502,21,40.03.01,Юриспруденция,3,"Бюджет/Особое право",0,3,0,7,0,3,7
1503,21,40.03.01,Юриспруденция,3,"Бюджет/Особое право",1,1,0,2,0,1,2
1504,21,40.05.04,"Судебная и прокурорская деятельность",5,"Бюджет/Особое право",0,0,0,1,0,0,1
1505,21,40.05.04,"Судебная и прокурорская деятельность",5,"Бюджет/Особое право",2,0,0,1,0,0,1
1506,21,42.03.01,"Реклама и связи с общественностью",3,"Бюджет/Особое право",0,1,0,2,0,1,2
1507,21,42.03.01,"Реклама и связи с общественностью",3,"Бюджет/Особое право",1,1,0,1,0,1,1
1508,21,40.05.03,"Судебная экспертиза",5,"Бюджет/Особое право",0,1,0,3,0,1,3
1509,21,41.03.04,Политология,3,"Бюджет/Особое право",0,1,0,3,0,1,3
1510,21,41.03.04,Политология,3,"Бюджет/Особое право",1,1,0,0,0,1,0
1511,21,38.05.02,"Таможенное дело",5,"Бюджет/Особое право",0,2,0,2,0,2,2
1512,13,38.03.01,Экономика,3,"Бюджет/Особое право",0,2,0,1,0,2,1
1513,13,38.03.02,Менеджмент,3,"Бюджет/Особое право",0,1,0,6,0,1,6
1514,13,38.03.03,"Управление персоналом",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1515,16,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,4,0,2,0,4,2
1516,16,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1517,16,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,1,0,1,0,1,1
1518,22,37.03.01,Психология,3,"Бюджет/Особое право",0,2,0,8,0,2,8
1519,22,37.03.01,Психология,3,"Бюджет/Особое право",1,3,0,1,0,3,1
1520,18,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,3,0,2,0,3,2
1521,18,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,1,0,2,0,1,2
1522,18,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,1,0,1,0,1,1
1523,18,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,3,0,1,0,3,1
1524,18,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,1,0,0,0,1,0
1525,18,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,1,0,2,0,1,2
1527,18,44.03.02,"Психолого-педагогическое образование",3,"Бюджет/Особое право",0,2,0,5,0,2,5
1528,18,44.03.02,"Психолого-педагогическое образование",3,"Бюджет/Особое право",0,1,0,4,0,1,4
1530,18,44.03.02,"Психолого-педагогическое образование",3,"Бюджет/Особое право",2,2,0,2,0,2,2
1531,18,44.03.03,"Специальное (дефектологическое) образование",3,"Бюджет/Особое право",0,1,0,2,0,1,2
1532,18,44.03.03,"Специальное (дефектологическое) образование",3,"Бюджет/Особое право",0,1,0,3,0,1,3
1533,18,44.03.03,"Специальное (дефектологическое) образование",3,"Бюджет/Особое право",0,2,0,6,0,2,6
1535,18,44.03.03,"Специальное (дефектологическое) образование",3,"Бюджет/Особое право",2,2,0,2,0,2,2
1536,10,41.03.05,"Международные отношения",3,"Бюджет/Особое право",0,2,0,3,0,2,3
1537,10,43.03.02,Туризм,3,"Бюджет/Особое право",0,1,0,2,0,1,2
1538,10,43.03.02,Туризм,3,"Бюджет/Особое право",2,1,0,0,0,1,0
1539,10,46.03.01,История,3,"Бюджет/Особое право",0,4,0,6,0,4,6
1540,10,46.03.01,История,3,"Бюджет/Особое право",2,2,0,1,0,2,1
1541,10,43.03.01,Сервис,3,"Бюджет/Особое право",0,1,0,0,0,1,0
1542,10,43.03.01,Сервис,3,"Бюджет/Особое право",2,1,0,1,0,1,1
1543,16,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,2,0,3,0,2,3
1544,19,04.03.01,Химия,3,"Бюджет/Особое право",0,5,0,0,0,5,0
1545,19,18.03.01,"Химическая технология",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1546,19,20.03.01,"Техносферная безопасность",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1547,15,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1548,17,49.03.01,"Физическая культура",3,"Бюджет/Особое право",0,2,0,3,0,2,3
1549,17,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,4,0,4,0,4,4
1550,17,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,3,0,4,0,3,4
1551,8,45.03.01,Филология,3,"Бюджет/Особое право",0,3,0,4,0,3,4
1552,8,45.03.01,Филология,3,"Бюджет/Особое право",0,1,0,0,0,1,0
1553,8,45.03.01,Филология,3,"Бюджет/Особое право",0,3,0,0,0,3,0
1554,8,45.03.01,Филология,3,"Бюджет/Особое право",2,1,0,1,0,1,1
1555,8,42.03.02,Журналистика,3,"Бюджет/Особое право",0,2,0,5,0,2,5
1556,8,42.03.02,Журналистика,3,"Бюджет/Особое право",2,1,0,1,0,1,1
1557,8,45.03.03,"Фундаментальная и прикладная лингвистика",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1558,16,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,3,0,7,0,3,7
1559,16,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,3,0,1,0,3,1
1560,16,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,1,0,3,0,1,3
1561,14,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",0,2,0,1,0,2,1
1562,14,44.03.01,"Педагогическое образование",3,"Бюджет/Особое право",2,2,0,1,0,2,1
1563,14,51.03.02,"Народная художественная культура",3,"Бюджет/Особое право",0,1,0,2,0,1,2
1564,14,51.03.02,"Народная художественная культура",3,"Бюджет/Особое право",2,1,0,1,0,1,1
1565,14,53.03.01,"Музыкальное искусство эстрады",3,"Бюджет/Особое право",0,1,0,0,0,1,0
1566,14,50.03.03,"История искусств",3,"Бюджет/Особое право",1,1,0,1,0,1,1
1567,4,12.03.04,"Биотехнические системы и технологии",3,"Бюджет/Особое право",0,2,0,0,0,2,0
1568,4,22.03.01,"Материаловедение и технологии материалов",3,"Бюджет/Особое право",0,1,0,1,0,1,1
1569,1,09.03.03,"Прикладная информатика",3,"Бюджет/Особое право",2,2,0,0,0,2,0
1570,18,44.03.02,"Психолого-педагогическое образование",3,"Бюджет/Особое право",2,1,0,1,0,1,1
1571,7,09.03.03,"Прикладная информатика",3,"Бюджет/Особое право",2,1,0,1,0,1,1
1572,21,40.05.04,"Судебная и прокурорская деятельность",5,"Целевой прием",2,0,0,0,0,0,0
1573,3,06.03.01,Биология,3,"Бюджет/Отдельная квота",0,5,0,3,0,5,3
1574,15,44.03.01,"Педагогическое образование",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1575,5,05.03.02,География,3,"Бюджет/Отдельная квота",0,2,0,0,0,2,0
1576,5,05.03.03,"Картография и геоинформатика",3,"Бюджет/Отдельная квота",0,2,0,1,0,2,1
1577,5,05.03.05,"Прикладная гидрометеорология",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1578,5,05.03.06,"Экология и природопользование",3,"Бюджет/Отдельная квота",0,2,0,0,0,2,0
1579,15,44.03.01,"Педагогическое образование",3,"Бюджет/Отдельная квота",2,1,0,0,0,1,0
1580,6,05.03.01,Геология,3,"Бюджет/Отдельная квота",0,3,0,0,0,3,0
1581,6,21.05.02,"Прикладная геология",5,"Бюджет/Отдельная квота",2,2,0,0,0,2,0
1582,6,21.05.02,"Прикладная геология",5,"Бюджет/Отдельная квота",0,3,0,1,0,3,1
1583,1,01.03.02,"Прикладная математика и информатика",3,"Бюджет/Отдельная квота",0,5,0,1,0,5,1
1584,1,01.03.03,"Механика и математическое моделирование",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1585,1,02.03.01,"Математика и компьютерные науки",3,"Бюджет/Отдельная квота",0,3,0,1,0,3,1
1586,1,09.03.03,"Прикладная информатика",3,"Бюджет/Отдельная квота",0,3,0,2,0,3,2
1587,1,09.03.03,"Прикладная информатика",3,"Бюджет/Отдельная квота",2,1,0,1,0,1,1
1588,1,38.03.05,Бизнес-информатика,3,"Бюджет/Отдельная квота",0,2,0,3,0,2,3
1589,15,44.03.01,"Педагогическое образование",3,"Бюджет/Отдельная квота",0,3,0,0,0,3,0
1590,15,44.03.01,"Педагогическое образование",3,"Бюджет/Отдельная квота",2,2,0,0,0,2,0
1591,4,03.03.01,"Прикладные математика и физика",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1592,4,03.03.02,Физика,3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1593,4,03.03.03,Радиофизика,3,"Бюджет/Отдельная квота",0,1,0,1,0,1,1
1594,4,09.03.02,"Информационные системы и технологии",3,"Бюджет/Отдельная квота",0,1,0,2,0,1,2
1595,4,11.03.02,"Инфокоммуникационные технологии и системы связи",3,"Бюджет/Отдельная квота",0,1,0,1,0,1,1
1596,4,11.03.03,"Конструирование и технология электронных средств",3,"Бюджет/Отдельная квота",0,1,0,1,0,1,1
1597,4,11.03.04,"Электроника и наноэлектроника",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1598,4,12.03.04,"Биотехнические системы и технологии",3,"Бюджет/Отдельная квота",0,2,0,1,0,2,1
1599,4,22.03.01,"Материаловедение и технологии материалов",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1600,4,27.03.05,Инноватика,3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1601,4,27.03.02,"Управление качеством",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1602,15,44.03.01,"Педагогическое образование",3,"Бюджет/Отдельная квота",0,2,0,0,0,2,0
1603,15,44.03.01,"Педагогическое образование",3,"Бюджет/Отдельная квота",2,1,0,0,0,1,0
1604,12,30.05.02,"Медицинская биофизика",5,"Бюджет/Отдельная квота",0,2,0,2,0,2,2
1605,12,30.05.03,"Медицинская кибернетика",5,"Бюджет/Отдельная квота",0,2,0,3,0,2,3
1606,12,30.05.01,"Медицинская биохимия",5,"Бюджет/Отдельная квота",0,3,0,2,0,3,2
1607,7,09.03.03,"Прикладная информатика",3,"Бюджет/Отдельная квота",0,1,0,1,0,1,1
1608,7,09.03.03,"Прикладная информатика",3,"Бюджет/Отдельная квота",2,1,0,1,0,1,1
1609,7,39.03.01,Социология,3,"Бюджет/Отдельная квота",0,1,0,2,0,1,2
1610,7,39.03.01,Социология,3,"Бюджет/Отдельная квота",2,1,0,2,0,1,2
1611,7,39.03.02,"Социальная работа",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1612,7,39.03.02,"Социальная работа",3,"Бюджет/Отдельная квота",2,1,0,1,0,1,1
1613,7,39.03.03,"Организация работы с молодежью",3,"Бюджет/Отдельная квота",0,1,0,1,0,1,1
1614,7,39.03.03,"Организация работы с молодежью",3,"Бюджет/Отдельная квота",2,1,0,0,0,1,0
1615,16,44.03.01,"Педагогическое образование",3,"Бюджет/Отдельная квота",0,2,0,0,0,2,0
1616,11,47.03.01,Философия,3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1617,11,47.03.03,Религиоведение,3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1618,11,48.03.01,Теология,3,"Бюджет/Отдельная квота",0,2,0,0,0,2,0
1619,9,02.03.02,"Фундаментальная информатика и информационные технологии",3,"Бюджет/Отдельная квота",0,2,0,2,0,2,2
1620,9,02.03.03,"Математическое обеспечение и администрирование информационных систем",3,"Бюджет/Отдельная квота",0,3,0,1,0,3,1
1621,9,09.03.01,"Информатика и вычислительная техника",3,"Бюджет/Отдельная квота",0,4,0,3,0,4,3
1622,9,09.03.04,"Программная инженерия",3,"Бюджет/Отдельная квота",0,2,0,2,0,2,2
1623,9,09.03.04,"Программная инженерия",3,"Бюджет/Отдельная квота",2,1,0,1,0,1,1
1624,9,10.05.01,"Компьютерная безопасность",5,"Бюджет/Отдельная квота",0,4,0,1,0,4,1
1625,9,27.03.03,"Системный анализ и управление",3,"Бюджет/Отдельная квота",0,1,0,0,0,1,0
1626,15,44.03.01,"Педагогическое образование",3,"Бюджет/Отдельная квота",0,2,0,0,0,2,0
1627,21,40.03.01,Юриспруденция,3,"Бюджет/Отдельная квота",0,3,0,14,0,3,14
1628,21,40.03.01,Юриспруденция,3,"Бюджет/Отдельная квота",1,1,0,1,0,1,1
1629,21,40.05.04,"Судебная и прокурорская деятельность",5,"Бюджет/Отдельная квота",0,0,0,8,0,0,8
1630,21,40.05.04,"Судебная и прокурорская деятельность",5,"Бюджет/Отдельная квота",2,0,0,0,0,0,0
1631,21,40.05.03,"Судебная экспертиза",5,"Бюджет/Отдельная квота",0,1,0,9,0,1,9
1632,21,42.03.01,"Реклама и связи с общественностью",3,"Бюджет/Отдельная квота",0,1,0,12,0,1,12
1633,21,42.03.01,"Реклама и связи с общественностью",3,"Бюджет/Отдельная квота",1,1,0,1,0,1,1
1634,21,41.03.04,Политология,3,"Бюджет/Отдельная квота",1,1,0,0,0,1,0
1635,21,41.03.04,Политология,3,"Бюджет/Отдельная квота",0,1,0,5,0,1,5
1636,21,38.05.02,"Таможенное дело",5,"Бюджет/Отдельная квота",0,2,0,5,0,2,5
