`id_grp`,`dep_title`,`dir_code`,`dir_title`,`dir_level`,`title`,`form`,`nabor`,`podano`,`all_exams`
1173,"Биологический факультет",06.03.01,Биология,3,"Бюджет/Общие места",0,37,198,"1:Биология с основами экологии / Биология;2:Общая химия / Математика / Элементарная математика / Химия;3:Русский язык;4:Индивидуальное достижение"
1174,"Педагогический институт \ Факультет физико-математических и естественно-научных дисциплин",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,5,44,"1:Химия / Биология с основами экологии / Биология;2:Общая химия / Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1175,"Географический факультет",05.03.02,География,3,"Бюджет/Общие места",0,10,46,"1:Землеведение / География;2:Биология / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1176,"Географический факультет",05.03.03,"Картография и геоинформатика",3,"Бюджет/Общие места",0,9,42,"1:Землеведение / География;2:Биология / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1177,"Географический факультет",05.03.05,"Прикладная гидрометеорология",3,"Бюджет/Общие места",0,6,32,"1:Землеведение / География;2:Биология / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1178,"Географический факультет",05.03.06,"Экология и природопользование",3,"Бюджет/Общие места",0,9,34,"1:Землеведение / География;2:Биология / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1179,"Педагогический институт \ Факультет физико-математических и естественно-научных дисциплин",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",2,7,22,"1:География / Землеведение;2:Человек и общество / Биология / Элементарная математика / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1180,"Геологический факультет",05.03.01,Геология,3,"Бюджет/Общие места",0,24,60,"1:Основы минералогии / Математика;2:Информатика и ИКТ / Основы алгоритмизации и программирование / Элементарная математика / Физика;3:Русский язык;4:Индивидуальное достижение"
1181,"Геологический факультет",21.05.02,"Прикладная геология",5,"Бюджет/Общие места",2,12,18,"1:Математика / Основы нефтегазовой геологии;2:Физика / Информатика и ИКТ / Основы алгоритмизации и программирование / Элементарная математика;3:Русский язык;4:Индивидуальное достижение"
1182,"Геологический факультет",21.05.02,"Прикладная геология",5,"Бюджет/Общие места",0,16,38,"1:Математика / Основы нефтегазовой геологии;2:Основы алгоритмизации и программирование / Элементарная математика / Физика / Информатика и ИКТ;3:Русский язык;4:Индивидуальное достижение"
1183,"Механико-математический факультет",01.03.02,"Прикладная математика и информатика",3,"Бюджет/Общие места",0,30,147,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1184,"Механико-математический факультет",01.03.03,"Механика и математическое моделирование",3,"Бюджет/Общие места",0,7,60,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1185,"Механико-математический факультет",02.03.01,"Математика и компьютерные науки",3,"Бюджет/Общие места",0,19,120,"1:Математика / Элементарная математика;2:Основы физики / Основы алгоритмизации и программирование / Физика / Информатика и ИКТ;3:Русский язык;4:Индивидуальное достижение"
1186,"Механико-математический факультет",09.03.03,"Прикладная информатика",3,"Бюджет/Общие места",0,22,179,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1187,"Балашовский институт (филиал) СГУ",44.03.02,"Психолого-педагогическое образование",3,"Бюджет/Общие места",0,6,34,"1:История / Биология с основами экологии / Психология и педагогика / Биология;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1188,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",0,8,20,"1:Профессиональное испытание (физическая культура);2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1189,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",0,8,28,"1:Человек и общество / Обществознание;2:История / Биология с основами экологии / Психология и педагогика / Биология;3:Русский язык;4:Индивидуальное достижение"
1190,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",0,5,18,"1:Общая химия / Химия / Биология с основами экологии / Биология;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1191,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",0,6,7,"1:Основы физики / Физика / Элементарная математика / Математика;2:Обществознание / Человек и общество;3:Русский язык;4:Индивидуальное достижение"
1192,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",0,6,10,"1:Литература / Иностранный язык в профессиональной коммуникации (английский) / Английский язык;2:Иностранный язык в профессиональной коммуникации (немецкий) / Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1193,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",0,5,18,"1:Русская литература / Литература / Историческое развитие и современное состояние Российского государства и общества / История;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1194,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",0,6,13,"1:Литература / История / Русская литература / Историческое развитие и современное состояние Российского государства и общества;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1195,"Балашовский институт (филиал) СГУ",44.03.02,"Психолого-педагогическое образование",3,"Бюджет/Общие места",2,8,42,"1:Биология с основами экологии / Психология и педагогика / Биология / История;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1196,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",2,6,14,"1:Профессиональное испытание (физическая культура);2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1197,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",2,6,31,"1:Человек и общество / Обществознание;2:История / Биология с основами экологии / Психология и педагогика / Биология;3:Русский язык;4:Индивидуальное достижение"
1198,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",2,5,17,"1:Общая химия / Химия / Биология с основами экологии / Биология;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1199,"Балашовский институт (филиал) СГУ",44.03.03,"Специальное (дефектологическое) образование",3,"Бюджет/Общие места",2,5,36,"1:Психология и педагогика / Биология;2:Биология с основами экологии / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1200,"Балашовский институт (филиал) СГУ","44.03.05 ","Педагогическое образование (с двумя профилями подготовки)",3,"Бюджет/Общие места",2,5,6,"1:Литература / История / Русская литература / Историческое развитие и современное состояние Российского государства и общества;2:Обществознание / Человек и общество;3:Русский язык;4:Индивидуальное достижение"
1201,"Педагогический институт \ Факультет искусств",50.03.03,"История искусств",3,"Бюджет/Общие места",1,8,27,"1:Историческое развитие и современное состояние Российского государства и общества / История;2:Литература / История русской литературы XIX – XX веков / Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1202,"Педагогический институт \ Факультет искусств",53.03.01,"Музыкальное искусство эстрады",3,"Бюджет/Общие места",0,0,7,"1:Сольное пение (творческое испытание);2:Литература / Собеседование по истории искусства / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1203,"Механико-математический факультет",09.03.03,"Прикладная информатика",3,"Бюджет/Общие места",2,8,18,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1204,"Механико-математический факультет",38.03.05,Бизнес-информатика,3,"Бюджет/Общие места",0,14,181,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы алгоритмизации и программирование / Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1205,"Педагогический институт \ Факультет искусств",51.03.02,"Народная художественная культура",3,"Бюджет/Общие места",0,1,14,"1:Хореографическое искусство (творческое испытание);2:Литература / Собеседование по истории искусства / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1206,"Педагогический институт \ Факультет искусств",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,8,18,"1:Профессиональное испытание (музыка);2:Литература / Собеседование по истории искусства / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1207,"Педагогический институт \ Факультет искусств",51.03.02,"Народная художественная культура",3,"Бюджет/Общие места",2,4,26,"1:Хореографическое искусство (творческое испытание);2:Литература / Собеседование по истории искусства / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1208,"Педагогический институт \ Факультет физико-математических и естественно-научных дисциплин",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,11,61,"1:Информатика и ИКТ / Основы алгоритмизации и программирование / Элементарная математика / Математика;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1209,"Педагогический институт \ Факультет искусств",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",2,6,21,"1:Профессиональное испытание (музыка);2:Литература / Собеседование по истории искусства / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1210,"Институт физики",03.03.01,"Прикладные математика и физика",3,"Бюджет/Общие места",0,7,47,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1211,"Институт физики",03.03.02,Физика,3,"Бюджет/Общие места",0,5,34,"1:Основы физики / Физика;2:Информатика и ИКТ / Основы алгоритмизации и программирование / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1212,"Институт физики",03.03.03,Радиофизика,3,"Бюджет/Общие места",0,4,53,"1:Основы физики / Физика;2:Информатика и ИКТ / Основы алгоритмизации и программирование / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1213,"Институт физики",09.03.02,"Информационные системы и технологии",3,"Бюджет/Общие места",0,6,125,"1:Элементарная математика / Математика;2:Физика / Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование;3:Русский язык;4:Индивидуальное достижение"
1214,"Педагогический институт \ Факультет гуманитарных дисциплин, русского и иностранных языков",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,1,31,"1:Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / История русской литературы XIX – XX веков / Французский язык / Литература;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1215,"Институт физики",12.03.04,"Биотехнические системы и технологии",3,"Бюджет/Общие места",0,11,68,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1216,"Педагогический институт \ Факультет гуманитарных дисциплин, русского и иностранных языков",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,15,92,"1:История русской литературы XIX – XX веков / Литература;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1217,"Педагогический институт \ Факультет гуманитарных дисциплин, русского и иностранных языков",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",2,11,44,"1:История русской литературы XIX – XX веков / Литература;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1218,"Институт физики",22.03.01,"Материаловедение и технологии материалов",3,"Бюджет/Общие места",0,7,22,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1219,"Институт филологии и журналистики",45.03.03,"Фундаментальная и прикладная лингвистика",3,"Полное возмещение затрат",0,0,84,"1:Английский язык;2:Литература / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1220,"Педагогический институт \ Факультет физико-математических и естественно-научных дисциплин",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",2,6,17,"1:Информатика и ИКТ / Основы алгоритмизации и программирование / Элементарная математика / Математика;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1221,"Институт филологии и журналистики",42.03.02,Журналистика,3,"Бюджет/Общие места",0,8,183,"1:Творческое испытание (журналистика);2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Литература / Английский язык / История русской литературы XIX – XX веков / Человек и общество / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1222,"Институт филологии и журналистики",42.03.02,Журналистика,3,"Бюджет/Общие места",2,7,91,"1:Творческое испытание (журналистика);2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Литература / Английский язык / История русской литературы XIX – XX веков / Человек и общество / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1223,"Педагогический институт \ Факультет физико-математических и естественно-научных дисциплин",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,10,32,"1:Математика / Основы физики / Элементарная математика / Физика;2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1224,"Институт филологии и журналистики",45.03.01,Филология,3,"Бюджет/Общие места",0,2,20,"1:Литература;2:Немецкий язык / Французский язык / Английский язык;3:Русский язык;4:Индивидуальное достижение"
1225,"Педагогический институт \ Факультет физико-математических и естественно-научных дисциплин",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",2,5,7,"1:Математика / Основы физики / Элементарная математика / Физика;2:Обществознание / Человек и общество;3:Русский язык;4:Индивидуальное достижение"
1226,"Институт филологии и журналистики",45.03.01,Филология,3,"Бюджет/Общие места",0,15,60,"1:Литература;2:Немецкий язык / Французский язык / Английский язык;3:Русский язык;4:Индивидуальное достижение"
1228,"Институт филологии и журналистики",45.03.01,Филология,3,"Бюджет/Общие места",2,7,66,"1:История русской литературы XIX – XX веков / Литература;2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / Человек и общество / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1229,"Факультет фундаментальной медицины и медицинских технологий",30.05.02,"Медицинская биофизика",5,"Бюджет/Общие места",0,14,33,"1:Основы физики / Физика;2:Информатика и ИКТ / Основы алгоритмизации и программирование / Биология с основами экологии / Биология / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1230,"Институт филологии и журналистики",45.03.01,Филология,3,"Бюджет/Общие места",0,21,167,"1:История русской литературы XIX – XX веков / Литература;2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / Обществознание / Человек и общество / Французский язык;3:Русский язык;4:Индивидуальное достижение"
1231,"Институт физики",11.03.03,"Конструирование и технология электронных средств",3,"Бюджет/Общие места",0,4,62,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1232,"Институт физики",11.03.04,"Электроника и наноэлектроника",3,"Бюджет/Общие места",0,7,54,"1:Элементарная математика / Математика;2:Физика / Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование;3:Русский язык;4:Индивидуальное достижение"
1233,"Институт физики",27.03.05,Инноватика,3,"Бюджет/Общие места",0,0,17,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1234,"Педагогический институт \ Факультет физической культуры и спорта",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,20,81,"1:Профессиональное испытание (физическая культура);2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1235,"Факультет фундаментальной медицины и медицинских технологий",30.05.03,"Медицинская кибернетика",5,"Бюджет/Общие места",0,16,72,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Биология с основами экологии / Биология / Физика;3:Русский язык;4:Индивидуальное достижение"
1236,"Педагогический институт \ Факультет физической культуры и спорта",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",2,11,50,"1:Профессиональное испытание (физическая культура);2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1237,"Педагогический институт \ Факультет физической культуры и спорта",49.03.01,"Физическая культура",3,"Бюджет/Общие места",0,10,64,"1:Профессиональное испытание (физическая культура);2:Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1238,"Факультет фундаментальной медицины и медицинских технологий",30.05.01,"Медицинская биохимия",5,"Бюджет/Общие места",0,16,158,"1:Общая химия / Химия;2:Математика / Основы физики / Биология с основами экологии / Физика / Элементарная математика / Биология;3:Русский язык;4:Индивидуальное достижение"
1239,"Социологический факультет",09.03.03,"Прикладная информатика",3,"Бюджет/Общие места",0,7,42,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1240,"Социологический факультет",09.03.03,"Прикладная информатика",3,"Бюджет/Общие места",2,7,14,"1:Элементарная математика / Математика;2:Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика;3:Русский язык;4:Индивидуальное достижение"
1241,"Социологический факультет",39.03.01,Социология,3,"Бюджет/Общие места",0,7,139,"1:Правоведение / Человек и общество / Обществознание;2:История / Историческое развитие и современное состояние Российского государства и общества / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1242,"Социологический факультет",39.03.01,Социология,3,"Бюджет/Общие места",2,7,60,"1:Правоведение / Человек и общество / Обществознание;2:История / Историческое развитие и современное состояние Российского государства и общества / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1244,"Социологический факультет",39.03.02,"Социальная работа",3,"Бюджет/Общие места",0,7,48,"1:История / Историческое развитие и современное состояние Российского государства и общества;2:Человек и общество / Французский язык / Обществознание / Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык;3:Русский язык;4:Индивидуальное достижение"
1245,"Социологический факультет",39.03.02,"Социальная работа",3,"Бюджет/Общие места",2,7,15,"1:Историческое развитие и современное состояние Российского государства и общества / История;2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / Человек и общество / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1246,"Социологический факультет",39.03.03,"Организация работы с молодежью",3,"Бюджет/Общие места",0,6,66,"1:Историческое развитие и современное состояние Российского государства и общества / История;2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / Человек и общество / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1247,"Социологический факультет",39.03.03,"Организация работы с молодежью",3,"Бюджет/Общие места",2,6,35,"1:История / Историческое развитие и современное состояние Российского государства и общества;2:Иностранный язык в профессиональной коммуникации / Английский язык / Человек и общество / Французский язык / Обществознание / Немецкий язык;3:Русский язык;4:Индивидуальное достижение"
1248,"Педагогический институт \ Факультет физико-математических и естественно-научных дисциплин",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,6,16,"1:Общая химия / Математика / Биология / Элементарная математика / Химия;2:Человек и общество / Биология с основами экологии / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1249,"Институт химии",20.03.01,"Техносферная безопасность",3,"Бюджет/Общие места",0,5,65,"1:Элементарная математика / Математика;2:Общая химия / Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика / Химия;3:Русский язык;4:Индивидуальное достижение"
1250,"Институт химии",18.03.01,"Химическая технология",3,"Бюджет/Общие места",0,13,89,"1:Элементарная математика / Математика;2:Общая химия / Информатика и ИКТ / Основы физики / Основы алгоритмизации и программирование / Физика / Химия;3:Русский язык;4:Индивидуальное достижение"
1251,"Институт химии",04.03.01,Химия,3,"Бюджет/Общие места",0,35,180,"1:Общая химия / Химия;2:Биология с основами экологии / Биология / Элементарная математика / Математика;3:Русский язык;4:Индивидуальное достижение"
1252,"Педагогический институт \ Факультет гуманитарных дисциплин, русского и иностранных языков",44.03.01,"Педагогическое образование",3,"Бюджет/Общие места",0,10,118,"1:Историческое развитие и современное состояние Российского государства и общества / История;2:Иностранный язык в профессиональной коммуникации / Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1253,"Институт истории и международных отношений",43.03.01,Сервис,3,"Полное возмещение затрат",0,0,18,"1:Элементарная математика / Математика;2:История / Иностранный язык в профессиональной коммуникации / Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1254,"Институт истории и международных отношений",43.03.01,Сервис,3,"Бюджет/Общие места",2,7,27,"1:Элементарная математика / Математика;2:История / Иностранный язык в профессиональной коммуникации / Человек и общество / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1255,"Институт истории и международных отношений",46.03.01,История,3,"Бюджет/Общие места",0,26,234,"1:Историческое развитие и современное состояние Российского государства и общества / История;2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / Человек и общество / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1256,"Институт истории и международных отношений",46.03.01,История,3,"Бюджет/Общие места",2,13,50,"1:Историческое развитие и современное состояние Российского государства и общества / История;2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / Человек и общество / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1257,"Институт истории и международных отношений",43.03.02,Туризм,3,"Бюджет/Общие места",0,7,128,"1:Историческое развитие и современное состояние Российского государства и общества / История;2:Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / Человек и общество / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1258,"Институт истории и международных отношений",43.03.02,Туризм,3,"Бюджет/Общие места",2,7,36,"1:Историческое развитие и современное состояние Российского государства и общества / История;2:Обществознание / Немецкий язык / Иностранный язык в профессиональной коммуникации / Английский язык / Человек и общество / Французский язык;3:Русский язык;4:Индивидуальное достижение"
1259,"Институт истории и международных отношений",41.03.05,"Международные отношения",3,"Бюджет/Общие места",0,11,214,"1:История;2:Немецкий язык / Английский язык / Французский язык / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1260,"Педагогический институт \ Факультет психолого-педагогического и специального образования",44.03.03,"Специальное (дефектологическое) образование",3,"Бюджет/Общие места",0,7,39,"1:Психология и педагогика / Биология;2:Человек и общество / Биология с основами экологии / Обществознание;3:Русский язык;4:Индивидуальное достижение"
1261,"Педагогический институт \ Факультет психолого-педагогического и специального образования",44.03.03,"Специальное (дефектологическое) образование",3,"Бюджет/Общие места",0,7,47,"1:Биология / Психология и педагогика;2:Биология с основами экологии / Обществознание / Человек и общество;3:Русский язык;4:Индивидуальное достижение"
